Sample_ref,SurveyPeriod,Institute_H,Oocyte_stage_H,Hydration_state,Egg_stage_H,POF_H,Spent_H,Massive_atr_H,Early_alpha_H,Discard_H,Comment_H,Fecundity_H,Spawn_marker_H,Spawning_H,Spawn_atretic_H,Batch_fec_H,Age,CalendarDay,Country,FishLength,FishWeight,Maturity Walsh,Maturity WKMATCH 2012 revised,OvaryWeight,SamplingApproach,StartLatitude,StartLongitude
K180,3,DTU,5,2,0,1,0,0,0,0,,no,yes,yes,no,yes,6,88,ES,35.7,310.8,4,,23.7,R,46.2512,-4.1528
K181,3,IMR,4,0,0,1,0,0,1,0,lot of atresia,no,yes,yes,yes,no,4,88,ES,34.3,250.2,3,,7.5,R,46.2512,-4.1528
K182,3,WMR,5,3,1,0,0,0,0,0,Latr in sample,no,yes,yes,no,no,3,88,ES,35,263,4,,14.7,R,46.2512,-4.1528
K183,3,AZTI,5,2,0,1,0,0,0,0,,no,yes,yes,no,yes,10,88,ES,38.1,416,4,,33,R,46.2512,-4.1528
K184,3,IEO,5,1,0,1,0,0,0,0,,no,yes,yes,no,no,9,88,ES,38.7,366.2,3,,26.5,R,46.2512,-4.1528
K185,3,DTU,5,3,1,1,0,0,0,0,,no,yes,yes,no,no,8,88,ES,38.2,366.4,4,,25.5,R,46.2512,-4.1528
K186,3,IMR,4,0,1,1,0,0,0,0,,no,yes,yes,no,no,7,88,ES,38.7,399.6,4,,26.2,R,46.2512,-4.1528
K187,3,WMR,,,,,,,,1,"no slide, tissue bad",no,no,no,no,no,3,88,ES,34.2,248.4,3,,17.3,R,46.2512,-4.1528
K188,3,AZTI,4,0,0,1,0,0,1,0,,no,yes,yes,yes,no,8,88,ES,39,406,4,,19.5,R,46.2512,-4.1528
K189,3,IEO,5,3,0,1,0,0,0,0,,no,yes,yes,no,yes,9,88,ES,38.6,447.4,4,,66.8,R,46.2512,-4.1528
K190,3,DTU,5,3,1,1,0,0,1,0,,no,yes,yes,yes,no,4,88,ES,35.1,287.3,4,,18.7,R,46.2512,-4.1528
K191,3,IMR,5,1,0,1,0,0,1,0,,no,yes,yes,yes,no,4,88,ES,36.7,304,3,,16.1,R,46.2512,-4.1528
K192,3,WMR,5,3,1,1,0,0,0,0,Lot of POF and old atresia,no,yes,yes,no,no,10,88,ES,39.7,418.6,4,,24.8,R,46.2512,-4.1528
K193,3,AZTI,5,3,0,1,0,0,1,0,,no,yes,yes,yes,yes,9,88,ES,39.7,469.4,4,,51.8,R,46.2512,-4.1528
K194,3,IEO,5,3,0,1,0,0,0,0,,no,yes,yes,no,yes,9,88,ES,38.4,403,4,,34.8,R,46.2512,-4.1528
K195,3,DTU,5,3,2,1,0,0,0,0,,no,yes,yes,no,no,9,88,ES,38.9,369.2,4,,20.8,R,46.2512,-4.1528
K196,3,IMR,5,3,1,1,0,0,1,0,,no,yes,yes,yes,no,6,88,ES,35.6,303.8,4,,15.6,R,46.2512,-4.1528
K197,3,WMR,5,3,0,1,0,0,1,0,bad quality slide with little tissue,no,yes,yes,yes,yes,10,88,ES,39.3,377.2,4,,30.3,R,46.2512,-4.1528
K198,3,AZTI,4,0,0,1,0,0,1,0,,no,yes,yes,yes,no,6,88,ES,36.8,313,3,,15,R,46.2512,-4.1528
K199,3,IEO,5,2,0,1,0,0,0,0,,no,yes,yes,no,yes,8,88,ES,39,413.4,4,,34.4,R,46.2512,-4.1528
K200,3,DTU,3,0,0,0,0,0,0,0,Two samples labelled as 200 (seems to be from the same fish),yes,no,no,no,no,8,88,ES,38.6,385.2,3,,25.5,R,46.2512,-4.1528
K201,3,IMR,2,0,0,0,0,1,1,1,,no,no,no,no,no,2,88,ES,30.8,186.9,5,,2.08,R,46.2512,-4.1528
K202,3,WMR,5,1,0,1,0,0,1,0,,no,yes,yes,yes,no,8,88,ES,39.6,345.8,3,,14.9,R,46.2512,-4.1528
K203,3,AZTI,4,0,0,0,0,0,0,0,,yes,no,no,no,no,5,88,ES,35.7,313.2,3,,21,R,46.2512,-4.1528
K204,3,IEO,5,3,0,1,0,0,1,0,,no,yes,yes,yes,yes,10,88,ES,38.4,374,4,,18.5,R,46.2512,-4.1528
K205,3,DTU,5,3,0,1,0,0,0,0,,no,yes,yes,no,yes,5,88,ES,37.7,362.6,4,,20.5,R,46.2512,-4.1528
K206,3,IMR,4,0,0,0,0,0,0,0,,yes,no,no,no,no,9,88,ES,38.3,423.4,3,,34.1,R,46.2512,-4.1528
K207,3,WMR,4,0,0,1,0,0,0,0,old POF,no,yes,yes,no,no,8,88,ES,39.2,423.2,3,,38.1,R,46.2512,-4.1528
K208,3,AZTI,5,3,1,1,0,0,1,0,,no,yes,yes,yes,no,8,88,ES,39.9,397.6,4,,34.2,R,46.2512,-4.1528
K209,3,IEO,4,0,0,1,0,0,1,0,,no,yes,yes,yes,no,7,88,ES,39.5,450.4,3,,36.8,R,46.2512,-4.1528
K210,3,DTU,4,0,0,1,0,0,1,0,,no,yes,yes,yes,no,8,88,ES,39,409.2,3,,26.3,R,46.2512,-4.1528
K211,3,IMR,5,3,1,1,0,0,1,0,,no,yes,yes,yes,no,6,88,ES,37.9,348.8,4,,15.8,R,46.2512,-4.1528
K212,3,WMR,4,0,0,1,0,0,0,0,lot of POF and old atresia,no,yes,yes,no,no,7,88,ES,38.2,338.4,3,,17.1,R,46.2512,-4.1528
K213,3,AZTI,4,0,0,1,0,0,0,0,,no,yes,yes,no,no,9,88,ES,38.7,398.4,3,,24.7,R,46.2512,-4.1528
K214,3,IEO,4,0,0,1,0,0,0,0,,no,yes,yes,no,no,6,88,ES,39.1,345.2,3,,14.2,R,46.2512,-4.1528
K215,3,DTU,5,3,0,1,0,0,1,0,Many late atretic (70%),no,yes,yes,yes,yes,4,88,ES,35.5,267.4,4,,15.7,R,46.2512,-4.1528
K216,3,IMR,5,2,0,1,0,0,1,0,,no,yes,yes,yes,yes,6,88,ES,35.7,302.2,3,,20.8,R,46.2512,-4.1528
K217,3,WMR,,,,,,,,1,"no slide, tissue bad",no,no,no,no,no,4,88,ES,35,288.3,3,,15.3,R,46.2512,-4.1528
K218,3,AZTI,5,3,1,1,0,0,1,0,,no,yes,yes,yes,no,3,88,ES,33.4,239,4,,20.2,R,46.2512,-4.1528
K219,3,IEO,5,1,0,1,0,0,1,0,,no,yes,yes,yes,no,8,88,ES,39.1,405,3,,43.3,R,46.2512,-4.1528
K220,3,DTU,5,3,1,1,0,0,1,0,Many late atretic (70%),no,yes,yes,yes,no,5,88,ES,37.1,342.8,4,,21.9,R,46.2512,-4.1528
K221,3,IMR,4,0,0,1,0,0,0,0,,no,yes,yes,no,no,8,89,ES,38.1,414.4,3,,32.7,R,45.3505,-3.0095
K222,3,WMR,4,0,0,1,0,0,0,0,,no,yes,yes,no,no,6,89,ES,37.7,378.4,3,,29,R,45.3505,-3.0095
K223,3,AZTI,5,2,0,1,0,0,1,0,,no,yes,yes,yes,yes,8,89,ES,38.8,418.2,4,,37,R,45.3505,-3.0095
K224,3,IEO,5,1,0,1,0,0,0,0,,no,yes,yes,no,no,10,89,ES,40.5,458.4,3,,28.5,R,45.3505,-3.0095
K225,3,DTU,5,3,1,1,0,0,1,0,Early alpha atresia?,no,yes,yes,yes,no,8,89,ES,38.6,365.8,4,,32.7,R,45.3505,-3.0095
K226,3,IMR,5,1,0,1,0,0,0,0,,no,yes,yes,no,no,,89,ES,35.3,296.6,3,,21.1,R,45.3505,-3.0095
K227,3,WMR,5,3,1,1,0,0,0,0,Late atresia in sample,no,yes,yes,no,no,8,89,ES,39.2,408,4,,40,R,45.3505,-3.0095
K228,3,AZTI,5,3,1,1,0,0,0,0,,no,yes,yes,no,no,8,89,ES,37.9,379.6,3,,30.6,R,45.3505,-3.0095
K229,3,IEO,4,0,0,1,0,0,0,0,,no,yes,yes,no,no,11,89,ES,39.5,448.8,3,,40.2,R,45.3505,-3.0095
K230,3,DTU,5,2,0,1,0,0,1,0,,no,yes,yes,yes,yes,8,89,ES,37.9,356.4,4,,24.9,R,45.3505,-3.0095
K231,3,IMR,4,0,0,1,0,0,0,0,,no,yes,yes,no,no,6,89,ES,37.5,368.6,3,,39.6,R,45.3505,-3.0095
K232,3,WMR,4,0,0,1,0,0,1,0,lot of POF and old atresia,no,yes,yes,yes,no,9,89,ES,39.3,446.6,3,,33.5,R,45.3505,-3.0095
K233,3,AZTI,4,0,0,1,0,0,1,0,,no,yes,yes,yes,no,8,89,ES,37.8,357.4,3,,23.9,R,45.3505,-3.0095
K234,3,IEO,4,0,0,1,0,0,0,0,,no,yes,yes,no,no,10,89,ES,38.4,392.6,3,,27.8,R,45.3505,-3.0095
K235,3,DTU,4,0,2,1,0,0,0,0,Late atresia,no,yes,yes,no,no,8,89,ES,39.1,367.2,3,,20.6,R,45.3505,-3.0095
K236,3,IMR,4,0,0,1,0,0,0,0,,no,yes,yes,no,no,6,89,ES,37.7,349.6,3,,18.5,R,45.3505,-3.0095
K237,3,WMR,4,0,0,1,0,0,1,0,,no,yes,yes,yes,no,6,89,ES,36.3,299.9,3,,16.8,R,45.3505,-3.0095
K238,3,AZTI,4,0,0,1,0,0,1,0,,no,yes,yes,yes,no,7,89,ES,36.6,358.6,3,,27.6,R,45.3505,-3.0095
K239,3,IEO,4,0,0,1,0,0,0,0,,no,yes,yes,no,no,8,89,ES,39.2,404.8,3,,27.3,R,45.3505,-3.0095
K240,3,DTU,4,0,0,1,0,0,0,0,,no,yes,yes,no,no,4,89,ES,35.5,282.4,4,,15.6,R,45.3505,-3.0095
K241,3,IMR,4,0,0,1,0,0,0,0,,no,yes,yes,no,no,6,89,ES,36.7,345,3,,22.5,R,45.3505,-3.0095
K242,3,WMR,,,,,,,,1,"no slide, tissue bad",no,no,no,no,no,5,89,ES,35.4,297.2,3,,12.1,R,45.3505,-3.0095
K243,3,AZTI,4,0,0,1,0,0,1,0,,no,yes,yes,yes,no,4,89,ES,35.9,306.6,3,,16.1,R,45.3505,-3.0095
K244,3,IEO,4,0,2,1,0,0,1,0,,no,yes,yes,yes,no,8,89,ES,37.8,374.4,5,,26.6,R,45.3505,-3.0095
K245,3,DTU,4,0,0,1,0,0,1,0,Many atretic ,no,yes,yes,yes,no,5,89,ES,35.7,308,3,,24,R,45.3505,-3.0095
K246,3,IMR,5,1,0,1,0,0,0,0,,no,yes,yes,no,no,9,89,ES,37.9,357.4,3,,31.1,R,45.3505,-3.0095
K247,3,WMR,4,0,0,1,0,0,0,0,,no,yes,yes,no,no,9,89,ES,39,446,3,,33.7,R,45.3505,-3.0095
K248,3,AZTI,4,0,0,1,0,0,0,0,,no,yes,yes,no,no,8,89,ES,39.7,429,3,,29.1,R,45.3505,-3.0095
K249,3,IEO,4,0,0,1,0,0,1,0,,no,yes,yes,yes,no,9,89,ES,38.7,408.8,3,,22.9,R,45.3505,-3.0095
K250,3,DTU,4,0,0,1,0,0,0,0,,no,yes,yes,no,no,12,89,ES,38.1,401.2,3,,32.7,R,45.3505,-3.0095
K251,3,IMR,4,0,0,1,0,0,1,0,,no,yes,yes,yes,no,10,89,ES,39.8,378.8,3,,27.6,R,45.3505,-3.0095
K252,3,WMR,4,0,0,1,0,0,0,0,,no,yes,yes,no,no,3,89,ES,34.9,281.0,3,,20.8,R,45.3505,-3.0095
K253,3,AZTI,4,0,0,1,0,0,0,0,,no,yes,yes,no,no,6,89,ES,38.4,420.8,3,,35.1,R,45.3505,-3.0095
K254,3,IEO,4,0,0,0,0,0,0,0,,yes,no,no,no,no,3,89,ES,33.3,240,3,,18.4,R,45.3505,-3.0095
K255,3,DTU,5,2,0,1,0,0,1,0,,no,yes,yes,yes,yes,8,89,ES,37.2,371.8,4,,36.3,R,45.3505,-3.0095
K256,3,IMR,4,0,0,1,0,0,1,0,,no,yes,yes,yes,no,7,89,ES,38.3,371.4,3,,25.4,R,45.3505,-3.0095
K257,3,WMR,4,0,0,1,0,0,1,0,"lot of late atresia, many POF's",no,yes,yes,yes,no,5,89,ES,36.3,345.4,3,,22.9,R,45.3505,-3.0095
K258,3,AZTI,5,1,0,1,0,0,1,0,,no,yes,yes,yes,no,10,89,ES,39.2,398.4,4,,27.8,R,45.3505,-3.0095
K259,3,IEO,5,2,0,1,0,0,1,0,,no,yes,yes,yes,yes,8,89,ES,38.3,407.4,4,,24.1,R,45.3505,-3.0095
K260,3,DTU,4,0,0,1,0,0,0,0,Late atresia,no,yes,yes,no,no,6,89,ES,38.5,357.6,5,,16.2,R,45.3505,-3.0095
K261,3,IMR,4,0,1,1,0,0,0,0,,no,yes,yes,no,no,10,89,ES,38.2,416.6,5,,23.6,R,45.3505,-3.0095
K262,3,WMR,4,0,0,1,0,0,0,0,Late atresia in sample,no,yes,yes,no,no,12,89,ES,41.4,506.4,3,,40.5,R,45.3505,-3.0095
K263,3,AZTI,4,0,0,1,0,1,1,0,,no,yes,no,no,no,10,89,ES,39.5,417.4,3,,20.2,R,45.3505,-3.0095
K264,3,IEO,4,0,0,1,0,0,1,0,A lot of atresia.,no,yes,yes,yes,no,6,89,ES,36.7,304.8,3,,12.3,R,45.3505,-3.0095
K265,3,DTU,4,0,0,1,0,0,1,0,Many atretic,no,yes,yes,yes,no,9,89,ES,40.1,483.2,5,,40.2,R,45.3505,-3.0095
K266,3,IMR,5,2,0,1,0,0,1,0,,no,yes,yes,yes,yes,5,89,ES,35.6,314.6,3,,23.7,R,45.3505,-3.0095
K267,3,WMR,5,2,0,1,0,0,1,0,many POF's,no,yes,yes,yes,yes,10,89,ES,39.7,433,3,,29.2,R,45.3505,-3.0095
K268,3,AZTI,4,0,0,1,0,0,0,0,,no,yes,yes,no,no,7,89,ES,36.1,323.4,3,,24.7,R,45.3505,-3.0095
K269,3,IEO,5,3,0,1,0,0,0,0,,no,yes,yes,no,yes,9,89,ES,39.8,396.2,4,,28,R,45.3505,-3.0095
K270,3,DTU,4,0,0,1,0,0,1,0,,no,yes,yes,yes,no,8,89,ES,39.4,468.6,3,,35.2,R,45.3505,-3.0095
K271,5,AZTI,4,0,0,1,0,0,1,0,,no,yes,yes,yes,no,,128,ES,37.5,360.08,3,,14.5,D,43.7157,-5.7112
K272,5,AZTI,5,3,0,1,0,0,0,0,,no,yes,yes,no,yes,8,128,ES,37.4,384.2,4,,32.4,D,43.7157,-5.7112
K273,5,AZTI,4,0,0,1,0,0,1,0,,no,yes,yes,yes,no,8,128,ES,39.2,420.2,5,,18.3,D,43.7157,-5.7112
K274,5,AZTI,5,3,0,1,0,0,0,0,,no,yes,yes,no,yes,8,128,ES,39.6,422.2,5,,25.8,D,43.7157,-5.7112
K275,5,AZTI,5,1,0,1,0,0,0,0,,no,yes,yes,no,no,2,128,ES,30.8,225.7,5,,7.7,D,43.7157,-5.7112
K276,5,AZTI,5,3,0,1,0,0,0,0,,no,yes,yes,no,yes,2,128,ES,29.1,200.3,4,,11.3,D,43.7157,-5.7112
K277,5,AZTI,4,0,0,1,0,1,1,0,,no,yes,no,no,no,8,128,ES,38.5,380,5,,9.9,R,43.538,-4.929
K278,5,AZTI,4,0,0,1,0,0,0,0,,no,yes,yes,no,no,6,128,ES,38.4,386,3,,19.4,R,43.538,-4.929
K279,5,AZTI,3,0,0,1,0,0,0,0,,no,yes,yes,no,no,8,128,ES,39.5,434,3,,21.2,R,43.538,-4.929
K280,5,AZTI,4,0,0,1,0,0,1,0,,no,yes,yes,yes,no,11,128,ES,39.3,443.6,3,,15.1,R,43.538,-4.929
K281,5,AZTI,4,0,0,1,0,0,1,0,,no,yes,yes,yes,no,11,128,ES,39.5,404.8,3,,17.2,R,43.538,-4.929
K282,5,AZTI,4,0,0,1,0,0,1,0,,no,yes,yes,yes,no,8,128,ES,37.5,437.4,3,,19.9,R,43.538,-4.929
K283,5,AZTI,4,0,2,1,0,1,1,0,,no,yes,no,no,no,,133,ES,38.9,356.8,3,,10.9,R,44.1215,-1.5503
K284,5,AZTI,5,3,0,1,0,0,0,0,,no,yes,yes,no,yes,9,133,ES,38.1,372.6,4,,21.9,R,44.1215,-1.5503
K285,5,AZTI,4,0,0,1,0,0,1,0,,no,yes,yes,yes,no,6,133,ES,37.5,365.4,3,,12.2,R,44.1215,-1.5503
K286,5,AZTI,4,0,0,1,0,1,1,0,,no,yes,no,no,no,9,133,ES,40.3,458.6,3,,11.2,R,44.1215,-1.5503
K287,5,AZTI,5,3,0,1,0,0,0,0,,no,yes,yes,no,yes,7,133,ES,39.3,382.2,4,,19.8,R,44.1215,-1.5503
K288,5,AZTI,4,0,0,1,0,0,1,0,,no,yes,yes,yes,no,7,133,ES,37.9,337.6,3,,11.6,R,44.1215,-1.5503
K289,5,AZTI,1,0,0,1,1,1,1,0,,no,yes,no,no,no,6,133,ES,36.5,324,5,,5.5,R,44.1215,-1.5503
K290,5,AZTI,4,0,0,1,0,1,1,0,,no,yes,no,no,no,9,133,ES,39.8,422,3,,20.5,R,44.1215,-1.5503
K291,5,AZTI,4,0,0,1,0,0,0,0,,no,yes,yes,no,no,9,133,ES,38.3,363.8,5,,9.3,R,44.1215,-1.5503
K292,5,AZTI,4,0,0,1,0,1,1,0,,no,yes,no,no,no,8,133,ES,39,384.4,5,,12.9,R,44.1215,-1.5503
K293,5,AZTI,4,0,0,1,0,0,0,0,,no,yes,yes,no,no,4,133,ES,34.7,355.6,3,,28.3,R,44.1215,-1.5503
K294,5,AZTI,4,0,0,1,0,1,1,0,,no,yes,no,no,no,11,133,ES,37.4,367.6,5,,12.7,R,44.1215,-1.5503
K295,5,AZTI,5,3,1,1,0,0,1,0,,no,yes,yes,yes,no,6,133,ES,36.6,316.2,3,,18.5,R,44.1215,-1.5503
K296,5,AZTI,4,0,0,1,0,0,0,0,,no,yes,yes,no,no,3,133,ES,30.1,210.4,3,,11.7,R,44.1215,-1.5503
K297,5,AZTI,2,0,0,1,0,0,0,0,,no,yes,no,no,no,,133,ES,35.6,247,5,,7.2,R,44.1215,-1.5503
K298,5,AZTI,4,0,0,1,0,0,0,0,,no,yes,yes,no,no,4,133,ES,36.8,307.8,5,,5.4,R,44.1215,-1.5503
K299,5,AZTI,4,0,0,1,0,1,1,0,,no,yes,no,no,no,,133,ES,37.6,342.2,5,,11.4,R,44.1215,-1.5503
K300,5,AZTI,4,0,0,1,0,0,0,0,,no,yes,yes,no,no,4,133,ES,34.7,296,5,,12.6,R,44.1215,-1.5503
K301,5,AZTI,4,0,0,1,0,0,1,0,,no,yes,yes,yes,no,,133,ES,35.6,305.8,5,,13.7,R,44.1215,-1.5503
K302,5,AZTI,5,3,0,1,0,0,0,0,,no,yes,yes,no,yes,,133,ES,39.9,407.6,4,,28.4,R,44.1215,-1.5503
K303,5,AZTI,2,0,2,1,1,0,0,0,,no,yes,no,no,no,4,133,ES,34.9,303.8,5,,3.8,R,44.1215,-1.5503
K304,5,AZTI,2,0,0,1,1,1,1,0,,no,yes,no,no,no,3,133,ES,32.4,271.9,5,,3.1,R,44.1215,-1.5503
K305,5,AZTI,1,0,0,1,1,1,0,0,,no,yes,no,no,no,4,133,ES,35.5,308.6,5,,5.1,R,44.1215,-1.5503
K306,5,AZTI,4,0,0,1,0,1,1,0,,no,yes,no,no,no,7,133,ES,39.2,416.8,5,,14.3,R,44.1215,-1.5503
K307,5,AZTI,4,0,0,1,0,1,1,0,,no,yes,no,no,no,7,133,ES,38.2,368.2,3,,15,R,44.1215,-1.5503
K308,5,AZTI,4,0,0,1,0,1,1,0,,no,yes,no,no,no,6,133,ES,37.4,350.4,5,,13.1,R,44.1215,-1.5503
K309,5,AZTI,4,0,0,1,0,1,1,0,,no,yes,no,no,no,5,133,ES,37.4,250.8,5,,9.4,R,44.1215,-1.5503
K310,5,AZTI,5,1,0,1,0,1,1,0,,no,yes,no,no,no,9,133,ES,38.5,394.8,5,,11.2,R,44.1215,-1.5503
K311,5,AZTI,5,3,1,1,0,0,0,0,,no,yes,yes,no,no,,,ES,39.7,537.2,4,Ca,20.29,R,44.1215,-1.5503
M001,3,IMR,5,3,1,1,0,0,1,0,,no,yes,yes,yes,no,7,79,ES,39.2,403,3,Bb,37.9,R,43.72,-6.44
M002,3,WMR,5,2,0,1,0,0,0,0,,no,yes,yes,no,yes,8,79,ES,38.2,393,4,Ca,38.1,R,43.72,-6.44
M003,3,AZTI,5,1,0,1,0,0,0,0,POF1,no,yes,yes,no,no,12,79,ES,40.2,483,4,Ca,30.4,R,43.72,-6.44
M004,3,IEO,5,2,0,1,0,0,0,0,,no,yes,yes,no,yes,7,79,ES,38.7,426,4,Ca,36.9,R,43.72,-6.44
M005,3,DTU,5,3,0,1,0,0,1,0,,no,yes,yes,yes,yes,8,79,ES,38,401,4,Ca,39.9,R,43.72,-6.44
M006,3,IMR,5,1,0,1,0,0,1,0,Lot of pof and beta atresia,no,yes,yes,yes,no,9,79,ES,40.5,429,3,Bb,27.6,R,43.72,-6.44
M007,3,WMR,4,0,0,1,0,0,0,0,,no,yes,yes,no,no,8,79,ES,37.7,402,3,Bb,31.8,R,43.72,-6.44
M008,3,AZTI,4,0,0,1,0,0,1,0,POF1,no,yes,yes,yes,no,,79,ES,44.6,509,3,Bb,25.8,R,43.72,-6.44
M009,3,IEO,5,1,0,1,0,0,0,0,,no,yes,yes,no,no,9,79,ES,40,415,3,Bb,18.8,R,43.72,-6.44
M010,3,DTU,4,0,0,1,0,0,0,0,Late atresia,no,yes,yes,no,no,7,79,ES,38.8,404,3,Bb,23.8,R,43.72,-6.44
M011,3,IMR,5,1,1,1,0,0,1,0,,no,yes,yes,yes,no,11,79,ES,38.5,419,3,Bb,38,R,43.72,-6.44
M012,3,WMR,4,0,0,1,0,0,0,0,,no,yes,yes,no,no,11,79,ES,37.6,373,3,Bb,21.8,R,43.72,-6.44
M013,3,AZTI,5,3,1,1,0,0,1,0,POF1,no,yes,yes,yes,no,11,79,ES,40.7,471,4,Ca,30.1,R,43.72,-6.44
M014,3,IEO,4,0,0,1,0,0,0,0,,no,yes,yes,no,no,3,79,ES,32.3,216,3,Bb,5.6,R,43.72,-6.44
M015,3,DTU,5,1,2,1,0,0,1,0,,no,yes,yes,yes,no,11,79,ES,40,463,4,Ca,36.9,R,43.72,-6.44
M016,3,IMR,5,1,1,1,0,0,0,0,,no,yes,yes,no,no,9,79,ES,38.6,391,3,Bb,23.2,R,43.72,-6.44
M017,3,WMR,5,2,0,1,0,0,0,0,,no,yes,yes,no,yes,10,79,ES,41.1,473,4,Ca,32.1,R,43.72,-6.44
M018,3,AZTI,4,0,0,1,0,0,0,0,POF1,no,yes,yes,no,no,7,79,ES,39.2,441,3,Bb,30.8,R,43.72,-6.44
M019,3,IEO,5,1,1,1,0,0,1,0,A lot of atresia.,no,yes,yes,yes,no,10,79,ES,40,443,3,Bb,15.9,R,43.72,-6.44
M020,3,DTU,4,0,0,1,0,0,1,0,,no,yes,yes,yes,no,7,79,ES,39.6,427,3,Bb,27.9,R,43.72,-6.44
M021,3,IMR,5,2,1,1,0,0,0,0,,no,yes,yes,no,no,9,79,ES,39.4,436,3,Bb,33.7,R,43.72,-6.44
M022,3,WMR,4,0,0,1,0,0,0,0,many POF's,no,yes,yes,no,no,11,79,ES,39.7,411,3,Bb,22.5,R,43.72,-6.44
M023,3,AZTI,4,0,0,1,0,0,0,0,POF1,no,yes,yes,no,no,10,79,ES,39.2,473,3,Bb,36.3,R,43.72,-6.44
M024,3,IEO,4,0,1,1,0,0,0,0,,no,yes,yes,no,no,7,79,ES,39.8,460,3,Bb,48.3,R,43.72,-6.44
M025,3,DTU,4,0,2,1,0,0,0,0,Only one hyd 3. One residual egg. Many big POFs,no,yes,yes,no,no,10,79,ES,39.5,457,3,Bb,37.4,R,43.72,-6.44
M026,3,IMR,4,0,0,1,0,0,0,0,,no,yes,yes,no,no,10,79,ES,40,494,3,Bb,42,R,43.72,-6.44
M027,3,WMR,4,0,0,1,0,0,0,0,bad quality slide,no,yes,yes,no,no,10,79,ES,40,470,3,Bb,34,R,43.72,-6.44
M028,3,AZTI,4,0,0,1,0,0,0,0,POF1,no,yes,yes,no,no,8,79,ES,38.5,398,3,Bb,35.1,R,43.72,-6.44
M029,3,IEO,4,0,0,1,0,0,1,0,,no,yes,yes,yes,no,10,79,ES,41,505,3,Bb,32.7,R,43.72,-6.44
M030,3,DTU,4,0,2,1,0,0,0,0,Many POFs. Many atresia. End of spawning period,no,yes,yes,no,no,6,79,ES,37.7,358,3,Bb,14.8,R,43.72,-6.44
M031,3,IMR,5,3,1,1,0,0,0,0,,no,yes,yes,no,no,5,79,ES,38,396,4,Ca,43.1,R,43.72,-6.44
M032,3,WMR,5,3,0,1,0,0,1,0,,no,yes,yes,yes,yes,9,79,ES,39.3,416,4,Ca,42.1,R,43.72,-6.44
M033,3,AZTI,5,3,0,1,0,0,1,0,POF1,no,yes,yes,yes,yes,8,79,ES,38.7,415,4,Ca,38.1,R,43.72,-6.44
M034,3,IEO,5,3,1,1,0,0,1,0,,no,yes,yes,yes,no,8,79,ES,37.8,404,4,Ca,49.2,R,43.72,-6.44
M035,3,DTU,4,0,1,1,0,0,1,0,Late atresia. Many eggs,no,yes,yes,yes,no,10,79,ES,39,378,4,Ca,26.6,R,43.72,-6.44
M036,3,IMR,5,3,1,1,0,0,0,0,,no,yes,yes,no,no,8,79,ES,39.1,424,4,Ca,37.1,R,43.72,-6.44
M037,3,WMR,5,3,1,1,0,0,0,0,,no,yes,yes,no,no,8,79,ES,40.5,472,4,Ca,66.1,D,43.72,-6.44
M038,3,AZTI,5,3,0,1,0,0,1,0,POF1,no,yes,yes,yes,yes,6,79,ES,39.3,463,4,Ca,44.4,D,43.72,-6.44
M039,3,IEO,5,2,0,1,0,0,0,0,,no,yes,yes,no,yes,11,79,ES,41.8,502,4,Ca,42.5,D,43.72,-6.44
M040,3,DTU,4,0,0,1,0,0,1,0,Many POFs. Many atresia. End of spawning period,no,yes,yes,yes,no,12,82,ES,42.6,500,5,Cb,24.2,R,43.55,-3.94
M041,3,IMR,4,0,1,1,0,0,0,0,,no,yes,yes,no,no,11,82,ES,40.1,469,4,Ca,48,R,43.55,-3.94
M042,3,WMR,5,3,0,1,0,0,1,0,,no,yes,yes,yes,yes,10,82,ES,38.1,387,4,Ca,39.8,R,43.55,-3.94
M043,3,AZTI,4,0,0,1,0,0,0,0,POF1,no,yes,yes,no,no,8,82,ES,39,404,3,Bb,21.7,R,43.55,-3.94
M044,3,IEO,4,0,0,1,0,0,1,0,,no,yes,yes,yes,no,10,82,ES,38.3,420,3,Bb,27.6,R,43.55,-3.94
M045,3,DTU,4,0,2,1,0,0,0,0,,no,yes,yes,no,no,5,82,ES,37.2,340,3,Bb,31.4,R,43.55,-3.94
M046,3,IMR,4,0,0,1,0,0,1,0,,no,yes,yes,yes,no,11,82,ES,38.3,341,5,Cb,20.6,R,43.55,-3.94
M047,3,WMR,4,0,0,1,0,0,0,0,,no,yes,yes,no,no,4,82,ES,36,321,3,Bb,16.4,R,43.55,-3.94
M048,3,AZTI,4,0,0,1,0,0,1,0,POF3,no,yes,yes,yes,no,6,82,ES,38,387,3,Bb,32,R,43.55,-3.94
M049,3,IEO,4,0,0,1,0,0,1,0,,no,yes,yes,yes,no,11,82,ES,40.4,459,5,Cb,32.8,R,43.55,-3.94
M050,3,DTU,5,3,1,1,0,0,1,0,Late atresia,no,yes,yes,yes,no,11,82,ES,40,405,4,Ca,22.9,R,43.55,-3.94
M051,3,IMR,5,3,1,1,0,0,1,0,,no,yes,yes,yes,no,7,82,ES,38.1,371,5,Cb,16.4,R,43.55,-3.94
M052,3,WMR,4,0,0,1,0,0,1,0,,no,yes,yes,yes,no,11,82,ES,39.6,403,5,Cb,20.4,R,43.55,-3.94
M053,3,AZTI,4,0,0,1,0,0,0,0,POF1,no,yes,yes,no,no,8,82,ES,37.4,336,5,Cb,19.3,R,43.55,-3.94
